"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"20573","14",29,27,1,27,"semantics","subject","27",2,2,2,1,"dieL","Agent",1,2,"BA44",3,1007.1,"correct","noun",1
"20575","14",31,64,1,64,"semantics","subject","64",2,1,2,2,"dieL","Agent",1,1,"BA44",3,569.7,"correct","noun",1
"20576","14",32,15,2,14,"semantics","object","14",2,2,2,2,"dieL","Patient",1,2,"BA44",3,998.9,"correct","noun",1
"20579","14",35,4,1,4,"semantics","subject","4",2,1,2,2,"dieL","Agent",1,1,"BA44",3,912.9,"correct","noun",1
"20581","14",37,21,1,21,"semantics","subject","21",2,1,2,1,"dieL","Agent",1,2,"BA44",3,908.8,"correct","noun",1
"20583","14",39,47,1,47,"semantics","subject","47",2,1,2,1,"dieR","Agent",2,2,"BA44",3,744.2,"correct","noun",1
"20585","14",41,19,1,19,"semantics","subject","19",2,2,2,1,"dieR","Agent",2,2,"BA44",3,638.5,"correct","noun",1
"20587","14",43,35,1,35,"semantics","subject","35",2,1,2,2,"dieR","Agent",2,1,"BA44",3,751.8,"correct","noun",1
"20589","14",45,22,1,22,"semantics","subject","22",2,1,2,2,"dieR","Agent",2,1,"BA44",3,1240.8,"correct","noun",1
"20591","14",47,32,2,31,"semantics","object","31",2,1,2,1,"dieR","Patient",2,1,"BA44",3,803.5,"correct","noun",1
"20594","14",50,68,2,67,"semantics","object","67",2,2,2,2,"dieL","Agent",1,1,"BA44",3,732.8,"incorrect","noun",0
"20595","14",51,48,1,48,"semantics","subject","48",2,1,2,2,"dieL","Agent",1,1,"BA44",3,705.4,"correct","noun",1
"20597","14",53,36,2,35,"semantics","object","35",2,1,2,2,"dieL","Agent",1,1,"BA44",3,591.2,"incorrect","noun",0
"20599","14",55,37,1,37,"semantics","subject","37",2,2,2,1,"dieL","Agent",1,2,"BA44",3,531,"correct","noun",1
"20602","14",58,2,1,2,"semantics","subject","2",2,2,2,1,"dieL","Agent",1,2,"BA44",3,565.4,"correct","noun",1
"20605","14",61,13,1,13,"semantics","subject","13",2,2,2,1,"dieR","Agent",2,2,"BA44",3,571.8,"correct","noun",1
"20608","14",64,18,2,17,"semantics","object","17",2,2,2,1,"dieL","Patient",1,1,"BA44",3,751.7,"correct","noun",1
"20609","14",65,60,1,60,"semantics","subject","60",2,1,2,1,"dieR","Agent",2,2,"BA44",3,422.6,"correct","noun",1
"20612","14",68,28,1,28,"semantics","subject","28",2,2,2,2,"dieR","Agent",2,1,"BA44",3,577.4,"correct","noun",1
"20613","14",69,25,2,24,"semantics","object","24",2,2,2,2,"dieL","Patient",1,2,"BA44",3,658.2,"correct","noun",1
"20615","14",71,27,2,26,"semantics","object","26",2,1,2,2,"dieR","Patient",2,2,"BA44",3,507,"correct","noun",1
"20616","14",72,8,1,8,"semantics","subject","8",2,1,2,2,"dieL","Agent",1,1,"BA44",3,658.1,"correct","noun",1
"20618","14",74,16,1,16,"semantics","subject","16",2,1,2,2,"dieL","Agent",1,1,"BA44",3,755.5,"correct","noun",1
"20620","14",76,2,2,1,"semantics","object","1",2,1,2,2,"dieL","Agent",1,1,"BA44",3,615.5,"incorrect","noun",0
"20621","14",77,61,1,61,"semantics","subject","61",2,2,2,2,"dieL","Patient",1,2,"BA44",3,732.8,"incorrect","noun",0
"20624","14",80,15,1,15,"semantics","subject","15",2,1,2,1,"dieL","Agent",1,2,"BA44",3,648.6,"correct","noun",1
"20625","14",81,4,2,3,"semantics","object","3",2,2,2,2,"dieL","Agent",1,1,"BA44",3,900.4,"incorrect","noun",0
"20627","14",83,43,1,43,"semantics","subject","43",2,1,2,1,"dieR","Agent",2,2,"BA44",3,669,"correct","noun",1
"20629","14",85,47,2,46,"semantics","object","46",2,2,2,2,"dieR","Patient",2,2,"BA44",3,630.5,"correct","noun",1
"20630","14",86,34,1,34,"semantics","subject","34",2,1,2,1,"dieL","Agent",1,2,"BA44",3,841.1,"correct","noun",1
"20633","14",89,46,2,45,"semantics","object","45",2,2,2,1,"dieL","Agent",1,2,"BA44",3,1092.4,"incorrect","noun",0
"20636","14",92,48,2,47,"semantics","object","47",2,1,2,1,"dieL","Agent",1,2,"BA44",3,837.2,"incorrect","noun",0
"20638","14",94,19,2,18,"semantics","object","18",2,2,2,2,"dieR","Patient",2,2,"BA44",3,721.3,"correct","noun",1
"20640","14",96,39,2,38,"semantics","object","38",2,2,2,2,"dieR","Patient",2,2,"BA44",3,847.5,"correct","noun",1
"20642","14",98,29,2,28,"semantics","object","28",2,2,2,2,"dieL","Agent",1,1,"BA44",3,824.2,"incorrect","noun",0
"20644","14",100,28,2,27,"semantics","object","27",2,2,2,1,"dieL","Patient",1,1,"BA44",3,650.3,"correct","noun",1
"20645","14",101,67,1,67,"semantics","subject","67",2,2,2,2,"dieL","Agent",1,1,"BA44",3,540.5,"correct","noun",1
"20647","14",103,3,1,3,"semantics","subject","3",2,2,2,2,"dieL","Agent",1,1,"BA44",3,606.1,"correct","noun",1
"20650","14",106,17,1,17,"semantics","subject","17",2,2,2,1,"dieL","Agent",1,2,"BA44",3,664.9,"correct","noun",1
"20653","14",109,65,2,64,"semantics","object","64",2,1,2,2,"dieL","Patient",1,2,"BA44",3,602.2,"correct","noun",1
"20654","14",110,26,1,26,"semantics","subject","26",2,1,2,2,"dieL","Agent",1,1,"BA44",3,529.1,"correct","noun",1
"20656","14",112,6,2,5,"semantics","object","5",2,2,2,1,"dieL","Patient",1,1,"BA44",3,409.3,"correct","noun",1
"20657","14",113,46,1,46,"semantics","subject","46",2,2,2,2,"dieL","Agent",1,1,"BA44",3,739.2,"correct","noun",1
"20659","14",115,66,1,66,"semantics","subject","66",2,2,2,1,"dieL","Agent",1,2,"BA44",3,622.3,"correct","noun",1
"20662","14",118,24,2,23,"semantics","object","23",2,2,2,1,"dieL","Agent",1,2,"BA44",3,729.3,"incorrect","noun",0
"20664","14",120,45,1,45,"semantics","subject","45",2,2,2,1,"dieL","Agent",1,2,"BA44",3,968.2,"correct","noun",1
"20666","14",122,63,1,63,"semantics","subject","63",2,1,2,1,"dieL","Agent",1,2,"BA44",3,633.7,"correct","noun",1
"20668","14",124,51,2,50,"semantics","object","50",2,2,2,2,"dieL","Patient",1,2,"BA44",3,701.1,"correct","noun",1
"20671","14",127,16,2,15,"semantics","object","15",2,1,2,1,"dieR","Patient",2,1,"BA44",3,773.3,"correct","noun",1
"20672","14",128,14,1,14,"semantics","subject","14",2,2,2,2,"dieL","Agent",1,1,"BA44",3,520.6,"correct","noun",1
"20675","14",131,9,1,9,"semantics","subject","9",2,2,2,1,"dieL","Agent",1,2,"BA44",3,737.2,"correct","noun",1
"20676","14",132,53,2,52,"semantics","object","52",2,1,2,1,"dieL","Patient",1,1,"BA44",3,568.7,"correct","noun",1
"20679","14",135,24,1,24,"semantics","subject","24",2,2,2,2,"dieL","Agent",1,1,"BA44",3,505.3,"correct","noun",1
"20680","14",136,12,2,11,"semantics","object","11",2,1,2,1,"dieL","Patient",1,1,"BA44",3,729,"correct","noun",1
"20682","14",138,49,2,48,"semantics","object","48",2,1,2,2,"dieL","Agent",1,1,"BA44",3,808,"incorrect","noun",0
"20684","14",140,44,2,43,"semantics","object","43",2,1,2,1,"dieL","Patient",1,1,"BA44",3,597.7,"correct","noun",1
"20685","14",141,10,1,10,"semantics","subject","10",2,2,2,2,"dieL","Agent",1,1,"BA44",3,576.7,"correct","noun",1
"20687","14",143,5,2,4,"semantics","object","4",2,1,2,2,"dieL","Patient",1,2,"BA44",3,489,"correct","noun",1
"20690","14",146,10,2,9,"semantics","object","9",2,2,2,1,"dieL","Patient",1,1,"BA44",3,608.3,"correct","noun",1
"20691","14",147,11,1,11,"semantics","subject","11",2,1,2,1,"dieL","Agent",1,2,"BA44",3,885.1,"correct","noun",1
"20694","14",150,23,1,23,"semantics","subject","23",2,2,2,1,"dieL","Agent",1,2,"BA44",3,640.5,"correct","noun",1
"20695","14",151,14,2,13,"semantics","object","13",2,2,2,1,"dieR","Patient",2,1,"BA44",3,535.2,"correct","noun",1
"20697","14",153,3,2,2,"semantics","object","2",2,2,2,1,"dieL","Patient",1,1,"BA44",3,588.7,"correct","noun",1
"20698","14",154,5,1,5,"semantics","subject","5",2,2,2,1,"dieL","Agent",1,2,"BA44",3,503.9,"correct","noun",1
"20701","14",157,38,1,38,"semantics","subject","38",2,2,2,2,"dieR","Agent",2,1,"BA44",3,563.4,"correct","noun",1
"20702","14",158,26,2,25,"semantics","object","25",2,1,2,1,"dieR","Patient",2,1,"BA44",3,563.8,"correct","noun",1
"20705","14",161,18,1,18,"semantics","subject","18",2,2,2,2,"dieL","Agent",1,1,"BA44",3,671.4,"correct","noun",1
"20707","14",163,35,2,34,"semantics","object","34",2,1,2,1,"dieL","Patient",1,1,"BA44",3,482.5,"correct","noun",1
"20710","14",166,64,2,63,"semantics","object","63",2,1,2,1,"dieL","Agent",1,2,"BA44",3,977,"incorrect","noun",0
"20713","14",169,49,1,49,"semantics","subject","49",2,2,2,1,"dieL","Agent",1,2,"BA44",3,915.9,"correct","noun",1
"20715","14",171,21,2,20,"semantics","object","20",2,2,2,2,"dieL","Patient",1,2,"BA44",3,727.7,"correct","noun",1
"20718","14",174,22,2,21,"semantics","object","21",2,1,2,1,"dieR","Patient",2,1,"BA44",3,861.2,"correct","noun",1
"20719","14",175,44,1,44,"semantics","subject","44",2,1,2,2,"dieL","Agent",1,1,"BA44",3,655.2,"correct","noun",1
"20722","14",178,31,1,31,"semantics","subject","31",2,1,2,1,"dieL","Agent",1,2,"BA44",3,629.5,"correct","noun",1
"20723","14",179,20,2,19,"semantics","object","19",2,2,2,1,"dieR","Patient",2,1,"BA44",3,583.8,"correct","noun",1
"20725","14",181,13,2,12,"semantics","object","12",2,1,2,2,"dieL","Agent",1,1,"BA44",3,850.1,"incorrect","noun",0
"20726","14",182,7,1,7,"semantics","subject","7",2,1,2,1,"dieL","Agent",1,2,"BA44",3,697,"correct","noun",1
"20728","14",184,23,2,22,"semantics","object","22",2,1,2,2,"dieR","Patient",2,2,"BA44",3,853.2,"correct","noun",1
"20730","14",186,52,1,52,"semantics","subject","52",2,1,2,1,"dieL","Agent",1,2,"BA44",3,519.5,"correct","noun",1
"20732","14",188,67,2,66,"semantics","object","66",2,2,2,1,"dieL","Patient",1,1,"BA44",3,731.2,"correct","noun",1
"20733","14",189,50,1,50,"semantics","subject","50",2,2,2,2,"dieL","Agent",1,1,"BA44",3,685.3,"correct","noun",1
"20736","14",192,32,1,32,"semantics","subject","32",2,1,2,2,"dieL","Agent",1,1,"BA44",3,563.7,"correct","noun",1
"20737","15",1,12,1,12,"semantics","subject","12",2,2,2,1,"dieL","Agent",1,2,"sham",1,857.4,"correct","noun",1
"20739","15",3,16,2,15,"semantics","object","15",2,1,2,2,"dieR","Patient",2,2,"sham",1,618,"correct","noun",1
"20740","15",4,1,1,1,"semantics","subject","1",2,2,2,1,"dieR","Agent",2,2,"sham",1,680,"correct","noun",1
"20743","15",7,27,1,27,"semantics","subject","27",2,2,2,2,"dieL","Agent",1,1,"sham",1,1163,"correct","noun",1
"20746","15",10,23,2,22,"semantics","object","22",2,2,2,1,"dieR","Patient",2,1,"sham",1,1250.8,"correct","noun",1
"20749","15",13,10,2,9,"semantics","object","9",2,2,2,2,"dieR","Patient",2,2,"sham",1,739,"correct","noun",1
"20750","15",14,47,1,47,"semantics","subject","47",2,1,2,2,"dieR","Agent",2,1,"sham",1,1301.7,"correct","noun",1
"20753","15",17,11,1,11,"semantics","subject","11",2,1,2,2,"dieR","Agent",2,1,"sham",1,1013.5,"correct","noun",1
"20756","15",20,21,2,20,"semantics","object","20",2,1,2,1,"dieR","Patient",2,1,"sham",1,1235,"correct","noun",1
"20757","15",21,4,1,4,"semantics","subject","4",2,2,2,1,"dieR","Agent",2,2,"sham",1,1416.4,"correct","noun",1
"20759","15",23,63,1,63,"semantics","subject","63",2,1,2,2,"dieR","Agent",2,1,"sham",1,1582.9,"correct","noun",1
"20761","15",25,21,1,21,"semantics","subject","21",2,1,2,2,"dieR","Agent",2,1,"sham",1,1025.9,"correct","noun",1
"20762","15",26,51,2,50,"semantics","object","50",2,1,2,1,"dieR","Patient",2,1,"sham",1,1160.3,"correct","noun",1
"20764","15",28,7,1,7,"semantics","subject","7",2,1,2,2,"dieR","Agent",2,1,"sham",1,1171.2,"correct","noun",1
"20765","15",29,15,2,14,"semantics","object","14",2,1,2,1,"dieR","Patient",2,1,"sham",1,1162,"correct","noun",1
"20767","15",31,38,2,37,"semantics","object","37",2,2,2,2,"dieR","Patient",2,2,"sham",1,827.1,"correct","noun",1
"20768","15",32,52,1,52,"semantics","subject","52",2,1,2,2,"dieR","Agent",2,1,"sham",1,1790.2,"correct","noun",1
"20770","15",34,62,2,61,"semantics","object","61",2,1,2,1,"dieR","Patient",2,1,"sham",1,1049.5,"correct","noun",1
"20772","15",36,17,1,17,"semantics","subject","17",2,2,2,2,"dieR","Agent",2,1,"sham",1,1094.8,"correct","noun",1
"20774","15",38,13,1,13,"semantics","subject","13",2,2,2,2,"dieR","Agent",2,1,"sham",1,1133.2,"correct","noun",1
"20776","15",40,6,2,5,"semantics","object","5",2,2,2,2,"dieR","Patient",2,2,"sham",1,739.1,"correct","noun",1
"20778","15",42,26,2,25,"semantics","object","25",2,1,2,2,"dieR","Patient",2,2,"sham",1,1060.5,"correct","noun",1
"20781","15",45,47,2,46,"semantics","object","46",2,1,2,1,"dieR","Patient",2,1,"sham",1,1163,"correct","noun",1
"20783","15",47,33,2,32,"semantics","object","32",2,2,2,1,"dieR","Patient",2,1,"sham",1,1104.4,"correct","noun",1
"20785","15",49,29,2,28,"semantics","object","28",2,1,2,1,"dieR","Patient",2,1,"sham",1,927.2,"correct","noun",1
"20788","15",52,20,1,20,"semantics","subject","20",2,1,2,1,"dieR","Agent",2,2,"sham",1,667,"correct","noun",1
"20789","15",53,27,2,26,"semantics","object","26",2,2,2,1,"dieR","Patient",2,1,"sham",1,1014.2,"correct","noun",1
"20791","15",55,37,1,37,"semantics","subject","37",2,2,2,2,"dieR","Agent",2,1,"sham",1,1113.3,"correct","noun",1
"20793","15",57,45,1,45,"semantics","subject","45",2,2,2,2,"dieR","Agent",2,1,"sham",1,1345.3,"correct","noun",1
"20795","15",59,24,1,24,"semantics","subject","24",2,1,2,1,"dieR","Agent",2,2,"sham",1,1191.6,"correct","noun",1
"20797","15",61,35,2,34,"semantics","object","34",2,1,2,2,"dieR","Patient",2,2,"sham",1,888.3,"correct","noun",1
"20799","15",63,8,1,8,"semantics","subject","8",2,2,2,1,"dieR","Agent",2,2,"sham",1,1060.2,"correct","noun",1
"20802","15",66,13,2,12,"semantics","object","12",2,2,2,1,"dieR","Patient",2,1,"sham",1,1445.4,"correct","noun",1
"20803","15",67,64,1,64,"semantics","subject","64",2,2,2,1,"dieR","Agent",2,2,"sham",1,792.8,"correct","noun",1
"20805","15",69,60,1,60,"semantics","subject","60",2,1,2,2,"dieR","Agent",2,1,"sham",1,886.4,"correct","noun",1
"20807","15",71,4,2,3,"semantics","object","3",2,1,2,1,"dieR","Patient",2,1,"sham",1,946.1,"correct","noun",1
"20810","15",74,67,2,66,"semantics","object","66",2,2,2,2,"dieL","Patient",1,2,"sham",1,980.8,"correct","noun",1
"20813","15",77,14,1,14,"semantics","subject","14",2,1,2,1,"dieR","Agent",2,2,"sham",1,800.4,"correct","noun",1
"20815","15",79,14,2,13,"semantics","object","13",2,2,2,2,"dieR","Patient",2,2,"sham",1,734.2,"correct","noun",1
"20817","15",81,48,1,48,"semantics","subject","48",2,2,2,1,"dieR","Agent",2,2,"sham",1,1347.4,"correct","noun",1
"20820","15",84,16,1,16,"semantics","subject","16",2,2,2,1,"dieR","Agent",2,2,"sham",1,1001.9,"correct","noun",1
"20821","15",85,50,2,49,"semantics","object","49",2,2,2,2,"dieR","Patient",2,2,"sham",1,791.3,"correct","noun",1
"20823","15",87,39,2,38,"semantics","object","38",2,1,2,1,"dieR","Patient",2,1,"sham",1,1079.3,"correct","noun",1
"20824","15",88,50,1,50,"semantics","subject","50",2,1,2,1,"dieR","Agent",2,2,"sham",1,1086.5,"correct","noun",1
"20827","15",91,24,2,23,"semantics","object","23",2,2,2,2,"dieL","Patient",1,2,"sham",1,1097.6,"correct","noun",1
"20829","15",93,20,2,19,"semantics","object","19",2,2,2,2,"dieR","Patient",2,2,"sham",1,951.6,"correct","noun",1
"20830","15",94,35,1,35,"semantics","subject","35",2,2,2,1,"dieR","Agent",2,2,"sham",1,886.8,"correct","noun",1
"20832","15",96,48,2,47,"semantics","object","47",2,1,2,2,"dieR","Patient",2,2,"sham",1,885.8,"correct","noun",1
"20835","15",99,64,2,63,"semantics","object","63",2,1,2,2,"dieR","Patient",2,2,"sham",1,1036.7,"correct","noun",1
"20837","15",101,67,1,67,"semantics","subject","67",2,1,2,1,"dieR","Agent",2,2,"sham",1,724.8,"correct","noun",1
"20840","15",104,8,2,7,"semantics","object","7",2,1,2,2,"dieR","Patient",2,2,"sham",1,817.6,"correct","noun",1
"20841","15",105,28,1,28,"semantics","subject","28",2,1,2,1,"dieR","Agent",2,2,"sham",1,851.7,"correct","noun",1
"20843","15",107,10,1,10,"semantics","subject","10",2,1,2,1,"dieR","Agent",2,2,"sham",1,870.6,"correct","noun",1
"20845","15",109,44,2,43,"semantics","object","43",2,1,2,2,"dieL","Agent",1,1,"sham",1,1391.6,"incorrect","noun",0
"20847","15",111,12,2,11,"semantics","object","11",2,1,2,2,"dieR","Patient",2,2,"sham",1,759,"correct","noun",1
"20850","15",114,18,1,18,"semantics","subject","18",2,1,2,1,"dieR","Agent",2,2,"sham",1,918.5,"correct","noun",1
"20853","15",117,44,1,44,"semantics","subject","44",2,2,2,1,"dieL","Agent",1,2,"sham",1,756.6,"correct","noun",1
"20855","15",119,38,1,38,"semantics","subject","38",2,1,2,1,"dieL","Agent",1,2,"sham",1,1132.8,"correct","noun",1
"20856","15",120,36,2,35,"semantics","object","35",2,2,2,1,"dieL","Agent",1,2,"sham",1,1189.3,"incorrect","noun",0
"20859","15",123,53,2,52,"semantics","object","52",2,1,2,2,"dieL","Patient",1,2,"sham",1,1306.7,"correct","noun",1
"20860","15",124,34,1,34,"semantics","subject","34",2,1,2,2,"dieR","Agent",2,1,"sham",1,993.8,"correct","noun",1
"20863","15",127,66,1,66,"semantics","subject","66",2,2,2,2,"dieR","Agent",2,1,"sham",1,1071,"correct","noun",1
"20864","15",128,9,2,8,"semantics","object","8",2,2,2,1,"dieR","Patient",2,1,"sham",1,980.3,"correct","noun",1
"20866","15",130,2,1,2,"semantics","subject","2",2,2,2,2,"dieR","Agent",2,1,"sham",1,948.7,"correct","noun",1
"20867","15",131,32,2,31,"semantics","object","31",2,1,2,2,"dieR","Patient",2,2,"sham",1,851,"correct","noun",1
"20869","15",133,5,2,4,"semantics","object","4",2,2,2,1,"dieR","Patient",2,1,"sham",1,1103,"correct","noun",1
"20872","15",136,18,2,17,"semantics","object","17",2,2,2,2,"dieL","Patient",1,2,"sham",1,754.3,"correct","noun",1
"20873","15",137,5,1,5,"semantics","subject","5",2,2,2,2,"dieR","Agent",2,1,"sham",1,909.4,"correct","noun",1
"20875","15",139,65,2,64,"semantics","object","64",2,2,2,1,"dieR","Patient",2,1,"sham",1,823.5,"correct","noun",1
"20877","15",141,26,1,26,"semantics","subject","26",2,2,2,1,"dieR","Agent",2,2,"sham",1,814.8,"correct","noun",1
"20878","15",142,17,2,16,"semantics","object","16",2,2,2,1,"dieL","Patient",1,1,"sham",1,979.5,"correct","noun",1
"20880","15",144,49,1,49,"semantics","subject","49",2,2,2,2,"dieR","Agent",2,1,"sham",1,892.9,"correct","noun",1
"20881","15",145,3,2,2,"semantics","object","2",2,2,2,2,"dieR","Patient",2,2,"sham",1,730.9,"correct","noun",1
"20883","15",147,28,2,27,"semantics","object","27",2,2,2,2,"dieR","Patient",2,2,"sham",1,820.7,"correct","noun",1
"20884","15",148,23,1,23,"semantics","subject","23",2,2,2,2,"dieR","Agent",2,1,"sham",1,881.7,"correct","noun",1
"20886","15",150,61,2,60,"semantics","object","60",2,1,2,2,"dieR","Patient",2,2,"sham",1,839,"correct","noun",1
"20887","15",151,46,1,46,"semantics","subject","46",2,1,2,1,"dieR","Agent",2,2,"sham",1,977.1,"correct","noun",1
"20890","15",154,2,2,1,"semantics","object","1",2,2,2,1,"dieL","Patient",1,1,"sham",1,904.9,"correct","noun",1
"20892","15",156,25,1,25,"semantics","subject","25",2,1,2,2,"dieL","Agent",1,1,"sham",1,1102.8,"correct","noun",1
"20894","15",158,22,1,22,"semantics","subject","22",2,2,2,1,"dieL","Patient",1,1,"sham",1,1031.9,"incorrect","noun",0
"20895","15",159,49,2,48,"semantics","object","48",2,2,2,1,"dieR","Patient",2,1,"sham",1,1307.1,"correct","noun",1
"20898","15",162,43,1,43,"semantics","subject","43",2,1,2,2,"dieR","Agent",2,1,"sham",1,906.5,"correct","noun",1
"20901","15",165,11,2,10,"semantics","object","10",2,1,2,1,"dieR","Patient",2,1,"sham",1,826.1,"correct","noun",1
"20903","15",167,19,2,18,"semantics","object","18",2,1,2,1,"dieR","Patient",2,1,"sham",1,976.1,"correct","noun",1
"20906","15",170,32,1,32,"semantics","subject","32",2,2,2,1,"dieR","Agent",2,2,"sham",1,1037,"correct","noun",1
"20907","15",171,46,2,45,"semantics","object","45",2,2,2,2,"dieR","Agent",2,1,"sham",1,1277.8,"incorrect","noun",0
"20909","15",173,61,1,61,"semantics","subject","61",2,1,2,1,"dieR","Agent",2,2,"sham",1,1000.2,"correct","noun",1
"20911","15",175,25,2,24,"semantics","object","24",2,1,2,1,"dieR","Patient",2,1,"sham",1,1000.8,"correct","noun",1
"20912","15",176,9,1,9,"semantics","subject","9",2,2,2,2,"dieR","Agent",2,1,"sham",1,924.3,"correct","noun",1
"20914","15",178,68,2,67,"semantics","object","67",2,1,2,1,"dieR","Patient",2,1,"sham",1,1184,"correct","noun",1
"20917","15",181,22,2,21,"semantics","object","21",2,1,2,2,"dieR","Patient",2,2,"sham",1,1484.7,"correct","noun",1
"20919","15",183,19,1,19,"semantics","subject","19",2,2,2,2,"dieR","Agent",2,1,"sham",1,736.2,"correct","noun",1
"20920","15",184,45,2,44,"semantics","object","44",2,2,2,1,"dieR","Patient",2,1,"sham",1,892.5,"correct","noun",1
"20922","15",186,31,1,31,"semantics","subject","31",2,1,2,2,"dieR","Agent",2,1,"sham",1,879.5,"correct","noun",1
"20925","15",189,3,1,3,"semantics","subject","3",2,1,2,1,"dieR","Agent",2,2,"sham",1,1426.5,"correct","noun",1
"20928","15",192,15,1,15,"semantics","subject","15",2,1,2,2,"dieR","Agent",2,1,"sham",1,802.5,"correct","noun",1
"20929","15",1,18,1,18,"semantics","subject","18",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1030.1,"correct","noun",1
"20930","15",2,3,2,2,"semantics","object","2",2,1,2,1,"dieR","Patient",2,1,"BA44",2,809.3,"correct","noun",1
"20933","15",5,44,1,44,"semantics","subject","44",2,2,2,2,"dieR","Agent",2,1,"BA44",2,702.8,"correct","noun",1
"20935","15",7,49,2,48,"semantics","object","48",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1512.3,"correct","noun",1
"20936","15",8,8,1,8,"semantics","subject","8",2,2,2,2,"dieL","Agent",1,1,"BA44",2,1290.6,"correct","noun",1
"20938","15",10,12,2,11,"semantics","object","11",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1123.3,"correct","noun",1
"20941","15",13,15,1,15,"semantics","subject","15",2,2,2,1,"dieR","Agent",2,2,"BA44",2,778.8,"correct","noun",1
"20943","15",15,10,1,10,"semantics","subject","10",2,1,2,2,"dieR","Agent",2,1,"BA44",2,763,"correct","noun",1
"20945","15",17,63,1,63,"semantics","subject","63",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1139,"correct","noun",1
"20947","15",19,25,2,24,"semantics","object","24",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1216.9,"correct","noun",1
"20949","15",21,4,1,4,"semantics","subject","4",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1323.3,"correct","noun",1
"20950","15",22,46,2,45,"semantics","object","45",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1415.9,"incorrect","noun",0
"20953","15",25,16,1,16,"semantics","subject","16",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1185.8,"correct","noun",1
"20955","15",27,34,1,34,"semantics","subject","34",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1909.7,"correct","noun",1
"20957","15",29,35,1,35,"semantics","subject","35",2,2,2,2,"dieL","Agent",1,1,"BA44",2,917.4,"correct","noun",1
"20959","15",31,31,1,31,"semantics","subject","31",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1238.8,"correct","noun",1
"20960","15",32,62,2,61,"semantics","object","61",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1165.8,"correct","noun",1
"20962","15",34,27,2,26,"semantics","object","26",2,2,2,2,"dieR","Patient",2,2,"BA44",2,962.3,"correct","noun",1
"20963","15",35,64,1,64,"semantics","subject","64",2,2,2,2,"dieR","Agent",2,1,"BA44",2,829.4,"correct","noun",1
"20966","15",38,22,2,21,"semantics","object","21",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1204.7,"correct","noun",1
"20969","15",41,24,2,23,"semantics","object","23",2,1,2,1,"dieL","Patient",1,1,"BA44",2,1051.7,"correct","noun",1
"20971","15",43,47,2,46,"semantics","object","46",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1141.2,"correct","noun",1
"20973","15",45,51,2,50,"semantics","object","50",2,1,2,2,"dieR","Patient",2,2,"BA44",2,892.7,"correct","noun",1
"20975","15",47,8,2,7,"semantics","object","7",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1496.4,"correct","noun",1
"20978","15",50,13,2,12,"semantics","object","12",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1047.9,"correct","noun",1
"20981","15",53,21,1,21,"semantics","subject","21",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1004.5,"correct","noun",1
"20982","15",54,19,2,18,"semantics","object","18",2,1,2,2,"dieR","Patient",2,2,"BA44",2,683.3,"correct","noun",1
"20984","15",56,14,2,13,"semantics","object","13",2,1,2,1,"dieR","Patient",2,1,"BA44",2,1193.6,"correct","noun",1
"20985","15",57,27,1,27,"semantics","subject","27",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1279.3,"correct","noun",1
"20987","15",59,3,1,3,"semantics","subject","3",2,1,2,2,"dieR","Agent",2,1,"BA44",2,945.7,"correct","noun",1
"20988","15",60,29,2,28,"semantics","object","28",2,1,2,2,"dieR","Patient",2,2,"BA44",2,991.6,"correct","noun",1
"20990","15",62,38,2,37,"semantics","object","37",2,1,2,1,"dieR","Patient",2,1,"BA44",2,960.3,"correct","noun",1
"20991","15",63,7,1,7,"semantics","subject","7",2,2,2,1,"dieR","Agent",2,2,"BA44",2,873.1,"correct","noun",1
"20993","15",65,61,2,60,"semantics","object","60",2,2,2,1,"dieR","Patient",2,1,"BA44",2,955.9,"correct","noun",1
"20995","15",67,38,1,38,"semantics","subject","38",2,1,2,2,"dieR","Agent",2,1,"BA44",2,646.3,"correct","noun",1
"20997","15",69,48,1,48,"semantics","subject","48",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1164.5,"correct","noun",1
"20998","15",70,53,2,52,"semantics","object","52",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1199.6,"correct","noun",1
